x y
13.5747 37.3123 
18.2261 40.1522 
14.7057 41.2476 
8.67964 40.0266 
8.546 45.5843 
8.76505 39.4937 
12.0789 46.2805 
10.4019 43.7159 
13.2358 46.0635 
8.75413 45.8397 
9.66653 44.8476 
10.5941 44.6087 
13.5396 42.8834 
7.68249 45.0678 
12.8859 42.4147 
7.86674 43.9584 
8.25257 44.2334 
10.0526 44.2131 
11.3426 44.4938 
8.74503 44.835 
10.8687 43.9741 
9.27883 45.6395 
11.0941 43.9357 
10.037 45.2209 
11.2302 46.6559 
11.4064 45.6349 
9.34238 40.1277 
12.7014 43.6941 
16.0987 38.6267 
17.0806 40.5488 
15.6398 38.1035 
14.2488 40.8359 
13.6388 43.0922 
16.8783 39.1874 
12.059 44.3641 
13.1509 43.153 
12.631 43.9465 
14.8262 41.7173 
16.862 41.1258 
11.2878 42.7751 
9.69123 44.2384 
8.54034 39.3075 
8.34628 45.5554 
16.1466 41.1802 
16.3331 39.5967 
12.2063 45.8067 
13.6252 45.9441 
12.3346 45.4372 
12.403 43.107 
14.7213 36.922 
13.6103 42.1369 
16.4316 38.83 
11.9488 42.493 
8.20269 44.826 
10.2584 46.3234 
12.6597 45.9563 
10.6708 45.1693 
11.1258 46.0664 
11.2556 43.7698 
11.8734 45.4077 
10.4544 44.0178 
10.4259 45.7796 
13.6979 42.6581 
7.31966 45.7371 
12.4829 41.8933 
14.2807 37.5668 
8.93386 44.4073 
14.2081 41.6495 
15.3106 40.4194 
13.5758 41.6285 
12.4397 42.6539 
15.4529 41.5028 
12.516 38.0174 
9.50674 40.9253 
8.92197 40.7778 
9.13783 45.0369 
11.7639 43.5171 
8.08691 45.567 
10.936 44.5385 
8.3836 46.1156 
9.49168 45.2613 
10.3403 42.7902 
9.41202 45.9005 
9.66781 39.9705 
15.8216 40.5173 
15.2907 37.0646 
13.0126 41.4595 
14.4159 42.1027 
15.5542 38.1938 
11.4676 43.1672 
10.3281 44.8014 
9.75422 45.7567 
9.18963 45.4642 
13.9576 42.3103 
11.8279 44.7668 
13.3524 38.1112 
14.0632 37.4899 
15.1406 40.9965 
9.14941 45.9395 
12.0141 44.0227 
16.4736 40.4476 
15.0874 37.5024 
14.1169 41.2035 
17.6884 40.6359 
13.2188 43.4801 
7.55814 44.4581 
9.11331 39.2172 
10.9924 45.4385 
12.2742 44.9772 
13.7773 45.6496 
13.5747 37.3123 
